appId,title,description,genre,score,installs,developer
com.sec.android.app.shealth,Samsung Health,"Start healthy habits for yourself with Samsung Health.

Samsung Health has various features to help you manage your health. As the app allows you to automatically record many activities, creating a healthy lifestyle is easier and simpler than ever.

Check various health records on the home screen. Easily add and edit the items that you want to manage such as daily steps and activity time.

Record and manage your fitness activities, such as running, cycling, swimming, etc. Also, Galaxy Watch wearables user can now exercise more effectively through Life Fitness, Technogym and Corehealth.

Create healthy eating habits by recording your daily meals and snacks with Samsung Health.

Work hard and always maintain your best condition with Samsung Health. Set goals that work for your own level, and keep track of your daily condition including your activity amount, workout intensity, heart rate, stress, oxygen level in the blood, etc.

Monitor your sleep patterns in more detail with Galaxy Watch. Make your mornings more refreshing by improving the quality of your sleep through sleep levels and sleep scores.

Challenge yourself against your friends and family to become healthier in a more fun and interactive way with Samsung Health Together.

Samsung Health has prepared videos of expert coaches who will teach you new fitness programs including stretching, weight loss, and more.

Discover meditation tools on Mindfulness that will help you relieve stress throughout your day. (Some contents are only available through an optional paid subscription. Content is available in English, German, Spanish, French, Portuguese and Korean.)

Cycle tracking offers helpful support in menstrual cycle tracking, related symptom management and personalized insights and contents through your partner, Natural Cycles.

Samsung Health protects your private health data securely. All Samsung Galaxy models released after August 2016, Knox enabled Samsung Health service will be available. Please note that Knox enabled Samsung Health service will not be available from rooted mobile.

Tablets and some mobile devices are not supported, and detailed features may vary depending on the user’s country of residence, region, network carrier, model of the device, etc.

Requires Android 10.0 or later. Supports over 70 languages, including English, French, and Chinese. An English language version is available for the rest of the world.

Please note that Samsung Health is intended for fitness and wellness purposes only and is not intended for use in the diagnosis of disease or other conditions, or in the cure, mitigation, treatment, or prevention of disease.

The following permissions are required for the app service. For optional permissions, the default functionality of the service is turned on, but not allowed.

Optional permissions
- Location : Used to collect your location data using the trackers(exercises & steps), Used to display a route map for exercise, and to display the weather during exercise
- Body Sensors : Used to measure heart rate, oxygen saturation, and stress (HR&Stress : Galaxy S5~Galaxy S10 / SpO2 : Galaxy Note4~Galaxy S10)
- Photos and videos(storage) : You can import/export your exercise data, save exercise photos, save/load food photos
- Contacts : Used to check if you are logged into your Samsung account, and to create a friend list for Together
- Camera : Used to scan QR codes when you add friends using the Together, and to take photos of foods, and to recognize numbers on a blood glucose meter&blood pressure monitor(Available in some countries only)
- Physical activity : Used to count your steps and to detect workouts
- Microphone : Used to record audio for snore detection
- Nearby devices : Used to scan for and connect to nearby devices, including Galaxy Watches and other accessories
- Notifications : Used to provide you with timely information
- Phone : Used to confirm your phone number for Together.",Health & Fitness,3.6065083,"1,000,000,000+","Samsung Electronics Co.,  Ltd."
com.eato.caloriecounter.weight.loss,Eato®: Calorie Counter,"Want to lose weight, track your calories, and eat smarter? Download Eato® – your all-in-one health companion designed to help you track calories, monitor macros, and reach your wellness goals. Whether you're aiming for weight loss, healthier eating, or simply a more balanced lifestyle, Eato® makes the process simple, science-based, and sustainable.

Why Choose Eato?
Effective Food Logging – Snap a photo, scan a barcode, or describe your meal, and let Eato’s AI-powered food tracker instantly recognize what you eat.
Personalized Nutrition Insights – Get a detailed breakdown of calories, macros, and vitamins to better understand your diet. A precise macro tracker to give you a detailed breakdown of your meals.
Progress Tracking – Stay motivated with visual graphs that showcase your weight loss journey in an engaging way.

Ready to take control of your health? Download Eato® today – your personal food calorie counter, macro tracker, and nutrition coach in one powerful app!

Terms of Use: https://enerjoy.life/terms-of-use
Privacy policy: https://enerjoy.life/privacy-policy
If you have any questions or suggestions, email us at: service_android@support.eato.health",Health & Fitness,4.522124,"100,000+",ENERJOY PTE. LTD.
com.yas.pronova.app,Pronova BKK-Schrittzähler,"Fit with Pronova BKK pedometer!

Would you like to do more for yourself? Are you looking for motivation to exercise more and lead a healthier lifestyle? Pronova BKK pedometer supports you every day.

Please note: You can only use the ""Pronova BKK step counter"" app if you are an employee of a company that uses Pronova BKK's corporate health management offer and you are at least 15 years old.

Bring more momentum and steps into your everyday life. Live more active and therefore healthier. The best thing about the exercise app: It motivates you to keep at it! Earn points for every activity, whether it's a workout at the gym, a walk to work, or a bike ride with friends. Exchange your points for many attractive rewards.

track movement | collect points | To get fit

REWARDS FOR FITNESS ACHIEVEMENTS

How do we motivate you? Just keep moving and collect: Secure lots of extra points by participating in challenges and other offers. In addition to increased well-being, you can reward yourself with the points you collect. For example, treat yourself to a healthy breakfast or a sports course from the wide range on offer in your area. Our rewards help you to get better sports equipment or a healthier diet. So nothing stands in the way of your health!

THE ADVANTAGES AT A GLANCE

Perfectly integrated into everyday fitness: With the Pronova BKK pedometer, you can collect your sporting activities in one place. Simply link the fitness app to Google Fit, Garmin, Fitbit or Polar Flow. And already you collect points for walking and jogging and every other movement.

Motivating challenges: We challenge you to achieve a specific goal within a period of time that you can determine yourself. If you master the challenges, extra points are always waiting for you as a bonus. In addition, there are always sporting rewards waiting to be redeemed!

Team Challenges: Do you like competition and challenges in a team? Then we have just the thing for you in this app. With the ""Team Challenges"" function, you and your team can achieve first place. Just collect as many steps together as necessary and possible and reach the goal before everyone else. At the end there are prizes for the winners and a lot of satisfaction about the mastered challenge!

Manual Activities: You can manually add activities that can't be automatically synced across your apps or trackers to earn more points.

Be rewarded for exercise: We offer you many different offers to help you achieve your health goals.

---------------------------------------

Conditions of Participation
You can use the ""Pronova BKK step counter"" app if you are an employee of a company that uses pronova BKK's corporate health management offer and if you are at least 15 years old.

data protection
Since we stand for transparency, we inform you in advance:
When you download our exercise app, we automatically generate a user ID so that we can allocate the points you have collected.
In addition, every download is tracked with our analysis service provider Adjust so that we know how often our app is installed. We use this data to make the app even better.
If you have any further questions, please feel free to read our privacy policy below or contact us at datenschutz@yas.life.

The ""Pronova BKK step counter"" app is developed and maintained by YAS.life: If you have any questions or suggestions about the app, please send an email to: pronovabkk@yas.life.",Health & Fitness,,"1,000+",YAS.life
com.finch.finch,Finch: Self-Care Pet,"Meet your new self-care best friend! Finch is a self-care pet app that helps you feel prepared and positive, one day at a time. Take care of your pet by taking care of yourself! Choose from a wide variety of daily self-care exercises personalized for you.

BEST DAILY SELF-CARE TRACKER ✨
Is self-care a chore? Struggling with habits, self-love, or depression? Self-care finally feels rewarding, lightweight, and fun with Finch. Complete quick self-care exercises to grow your pet, earn rewards, and improve mental health! People who struggle with mood journaling, habits, and depression found it easier to be mindful with their self-care pet in Finch!

EASY DAILY CHECK INS ✏️
• Start mornings with quick mood checks and energize your pet to go exploring! Choose from various mindful habits from goal tracking and mood journaling to mindful breathing exercises and quizzes!
• End days in moments of gratitude with your self-care pet where they'll return from adventures to share stories with you! Recognize positive moments and grow your self-love.

MINDFUL HABITS 🧘🏻
Finch is the fun self-care tracker to hit goals and sustain healthy habits! Build mental resilience against stress, anxiety, and depression. Strengthen your mental health by increasing self-love and gratitude. 

• Habit Tracker: set goals and celebrate wins for healthy habits.
• Mood Journal: guided mood journal to clear the mind, track important moments, and practice self-love.
• Breathing: guided breathing to calm nerves, increase focus, energize your mind, and sleep better.
• Quizzes: understand your mental health with quizzes for anxiety, depression, body image appreciation, and more.
• Mood Tracker: quick mood checks with mood trends to understand what has been lifting you up or bringing you down.
• Quotes: motivational quotes to lift your mood and gain new perspective.
• Insights: get insights on your mental health from combined analytics on your mood journaling, tags, goal tracker, and quizzes.

SAY HI 👋🏼
• TikTok: https://www.tiktok.com/@finchcare
• Discord: https://discord.gg/finchfam
• Instagram: https://www.instagram.com/finchcare/
• Facebook: https://facebook.com/groups/finchfam
• Email: support@befinch.com",Health & Fitness,4.9194975,"10,000,000+",Finch Care Public Benefit Corporation
com.fitbit.FitbitMobile,Fitbit,"See the big picture on your health and fitness journey with the Fitbit app. Find easy ways to get active, sleep better, stress less and eat healthier.

Track the stats you care about across health, fitness and sleep, and change your goals as your routines evolve. Stay motivated with energizing workout content for your body and mind. See how far you’ve come with a glance at your personal goal progress and how you stack up to friends and family. Unlock even more possibilities when you sync up with a wearable device like Fitbit tracker or smartwatch and see how your activity, sleep, nutrition and stress all fit together.

GET MORE ACTIVE: See how small moves add up by using your smartphone to track steps and distance—or pair with a Fitbit tracker or Wear OS by Google smartwatch to record your heart rate, Active Zone Minutes, calories burned and more. Leverage tiles and complications to easily access your stats.It’s a fitness planner in your pocket: Use the app as a diary to set goals and track your progress. Plus, that motivation you’ve been looking for is right in the app. Bring the gym home with a curated list of audio and video workouts that you can do at your own pace, right from your living room.* You’ll find sessions for HIIT, cardio, strength, running, biking, yoga and more.

TRACK YOUR HEART HEALTH: Understand your overall health by using your watch or tracker to keep tabs on your heart rate 24/7. Monitor your heart rhythm and see your resting heart rate trends, plus time spent in heart rate zones during workouts.

SLEEP BETTER: Find sleep tools to help you learn about your sleep quality and improve it—from  measuring your sleep duration and sleep stages to understanding your restless time. Set reminders for bedtime and wake-up time to keep your sleeping schedule managed.

STRESS LESS: Listen to audio sessions to lessen stress and improve your mood. Use mindfulness to start your day a better way, find moments of calm and set intentions with meditation or get help falling asleep with breathing exercises and relaxing sounds.*

EAT SMARTER: Keep your diet in check with easy-to-use tools for setting goals. Tracking meals and logging food & water intake lets you see if you’re getting enough protein, fat, fiber and carbs on your way to managing your weight and overall health.

EVEN MORE WITH FITBIT PREMIUM: Upgrade to Fitbit Premium and get all the guidance, insights and inspiration you need to take your workout routine to the next level. [link: https://www.fitbit.com/global/us/products/services/premium]

• Your Daily Readiness Score helps you understand when it’s time to go all out and when it’s time for rest & recovery—plus, you’ll get recommended workouts based on your body’s needs.
• Get the support you need across a whole library of workouts to keep your mind and body fit—from strength training, HIIT and cycling to dance cardio, yoga, meditation and more—led by Fitbit’s expert trainers who are ready to coach.
• Perfect your mindfulness practice with a full library of sessions that calm anxiety, prep for sleep and even help you meditate while walking.
• Find new ways to rest & recover with your Sleep Score. Plus, check out your sleep patterns and monthly trends in your Sleep Profile.
• Feed your appetite with access to easy, healthy recipes to help you reach your nutrition goals and bring your wellness full circle.


*A Fitbit Premium subscription is required to access the full content library.

Some Fitbit devices let you handle calls and texts right from your wrist so permissions might be required during setup.",Health & Fitness,4.0667534,"100,000,000+",Google LLC
com.teladoc.members,Teladoc Health,"Teladoc Health connects you with complete care, at your convenience and an affordable cost. You’ll find what you need to get well—like 24/7 care—alongside primary care, therapy and programs proven to keep you well.

EXPERIENCE AND EXCELLENCE
Teladoc Health has been modernizing healthcare since 2002. More than 50 million visits later, we are the leader in telemedicine. With our app, top-quality doctors and data-driven programs are just a tap away.

SEAMLESS CARE FOR ALL OF YOU
Our app brings together doctors, therapists, dietitians, nurses, coaches and self-guided programs that tend to every aspect of your well-being. If you need in-person care, we can refer you to in-network providers and care sites. But don’t underestimate us. The

With a suite of connected devices, in-home lab services and prescription delivery (in some locations), we cover most common health needs. And with insurance, your copay for care could be as low as $0.

PERSONAL AND PERSONALIZED
Teladoc Health providers and coaches will get to know you. Our video and phone visits have no time limit. Instead of 15 minutes, you might spend an hour talking about your health and planning next steps together.

The app integrates with our devices and Apple Health to put data in your hands. Analyze it during appointments with your care team, or on your own on the go. Then apply what you learn about your health and your habits to find the right path to your goals. We’ll send you notifications and nudges to keep you on the right track.

OUR SERVICES INCLUDE:

24/7 CARE
On-demand appointments any time of day with board-certified physicians for:
- Colds and flu
- Pink eye
- Sore throats
- Sinus infections
- Rashes 

PRIMARY CARE
Access within a week to board-certified primary care physicians and nurses who become your dedicated virtual care team for:
- Routine checkups and preventive care
- Goal-setting and a personalized care plan
- Lab orders (bloodwork)
- Checking blood pressure and other vitals
- Managing chronic conditions 

CONDITION MANAGEMENT
Depending on your coverage, you may be eligible for:
- Programs to help manage conditions like diabetes and high blood pressure
- Connected devices like a blood glucose meter or blood pressure monitor
- Expert health coaching
- Health data, trends and actionable insights

MENTAL HEALTH
Licensed therapists, psychiatrists and self-guided content for help with:
- Anxiety and stress
- Depression or not feeling yourself
- Relationship conflicts
- Trauma 

NUTRITION
Registered dietitians who can help with:
- Weight loss
- Diabetes
- High blood pressure
- Digestive issues
- Food allergies 

DERMATOLOGY
Dermatologists who diagnose and treat common skin conditions, such as:
- Acne
- Psoriasis
- Eczema
- Rosacea
- Skin infections

Your coverage might also provide access to:
- Specialists for a second opinion on surgery, a diagnosis or treatment plan
- Therapy and coaching to help with back and joint pain
- Imaging and sexual health testing referrals 


CHECK YOUR COVERAGE
Sign up to see which telemedicine services are covered by your health insurance or employer. Or, you can choose to pay flat fees. 

SECURE AND CONFIDENTIAL
We take your privacy seriously. Your health information is secure, private and compliant with federal and state laws, including the U.S. Health Insurance Portability and Accountability Act of 1996 (HIPAA). 

AWARDS AND RECOGNITION
- Company of the Year—Healthcare Dive, 2020
- World’s Most Innovative Companies—Fast Company, 2021
- Largest Virtual Care Company—Forbes, 2020",Medical,4.401673,"5,000,000+","Teladoc, Inc."
com.getsomeheadspace.android,Headspace: Meditation & Health,"Welcome to Headspace, where your mind matters. Your guide to mental health, mindfulness, and meditation. Headspace helps you put your mind first with expert-guided meditations, mindfulness tools, therapy, mental health coaching,  and Ebb, your AI companion. Build resilience, manage emotions, and feel your best — anytime, anywhere.

Choose from hundreds of meditation sessions on how to meditate, sleep better, manage stress, practice breathing exercises, learn relaxation techniques for anxiety relief and relax.

Meditate, practice mindfulness, relax, and sleep well. Headspace is proven to increase happiness and reduce stress in just 10 days.

🧘‍♂️ DAILY MEDITATIONS & MINDFULNESS
Discover mental wellness and mindfulness with over 500+ guided meditations. From quick 3-minute mental resets to longer mindful meditations, we'll help you make meditation a daily practice. Build habits for anxiety management, letting go of stress, dealing with depression, and mental wellness with relaxation and meditation tools, and self-care practices. Learn mindfulness exercises for anxiety, as just 2 weeks of Headspace reduces anxiety.

🌙 SLEEP MEDITATIONS & RELAXING SOUNDS
 Enjoy better sleep with soothing sleep sounds, relaxing music to reduce anxiety, calming sounds for sleep and guided sleep meditations. Drift off with sleepcasts, bedtime soundscapes and relaxation exercises for sleep to help with insomnia. Explore sleepy time music and meditation for sleeping to reduce stress and anxiety.

🌬️ STRESS RELIEF & BREATHING EXERCISES
Rest, assured. Fall asleep faster and actually stay asleep with Headspace. Meditate, relax and relieve stress and anxiety with expert-led breathing exercises, guided meditations, and personalized mental health coaching & therapy. Learn breathwork and breathing techniques to help with panic attacks, anxiety relief and calm. Choose from daily meditations on agitation, anti-stress, depression, trauma healing and anger control.

👥 MINDFUL COACH & MENTAL HEALTH
For more support, Headspace gives you access to licensed therapists, mental health coaches or Ebb, your empathetic AI companion. Get support from online therapist on how to manage stress, overcome depression, panic attacks and anxiety, trauma therapy, and CBT techniques.

💖 SELF-CARE TOOLS
Explore self-care techniques for holistic wellness. Empower yourself with tools to avoid burnout, manage panic attacks and anxiety, and stress management.

🚀 WELLNESS & BALANCE
Increase balance with guided meditation and focus music. Calm and relax with quick breathing exercises, relaxation music, and mindful meditation. Improve focus with binaural beats and calm your mind with relaxing music for studying.

💪 MINDFUL MOVEMENT
Join Olympians Kim Glass & Leon Taylor for yoga for anxiety and stress relief, and mindful movement to strengthen your mind-body connection. Practice CBT techniques and CBT therapy exercises to overcome negative thoughts, reduce stress and anxiety.

📈 PROGRESS TRACKING
Self-care tracker to follow your mental health journey. Share insights with your mindfulness coach or therapist so they can keep you on track towards your goals.

Headspace is your expert-led guide to mental health with proven exercises and resources for less stress, better sleep, anxiety relief, processing life’s ups and downs, and everyday happiness.

Access online therapy and psychiatry through your organization.* (Check coverage with your coach or benefits team.)

Headspace is the everyday mental health app that’s proven to help. Engage in mindfulness exercises, calming sounds for sleep, and guided meditation techniques for stress relief. Practice meditation for sleep and anxiety, mindful breathing to relax and calm down.

Start your free trial and explore meditation, mindfulness, and mental health support. Subscription options: $12.99/month, $69.99/year (U.S. pricing; local rates may vary). Coaching and therapy pricing varies by subscription. Charges apply at purchase confirmation.",Health & Fitness,4.4425855,"10,000,000+","Headspace for Meditation, Mindfulness and Sleep"
com.myfitnesspal.android,MyFitnessPal: Calorie Counter,"Track progress toward your health, nutrition, fitness, and weight loss goals with MyFitnessPal. This all-in-one food tracker, calorie counter, macro tracker, and fitness tracker is like having <b>a nutrition coach, meal planner, fitness tracker & food diary</b> with you every day.

MyFitnessPal is a health and nutrition app that helps you learn about your food habits, monitor your diet and conquer your health goals.

<b>Download our health and nutrition app and start your free 30-day Premium trial</b> to gain access to exclusive food & intermittent fasting tracker and fitness logging tools, expert guidance, and the calorie counter. You’ll soon discover why MyFitnessPal is the #1 nutrition, weight loss and food tracker in the U.S and has been featured in the New York Times, Wall Street Journal, the Today Show, and U.S. News & World Report.


<b>MORE THAN A CALORIE 
COUNTER & DIET JOURNAL</b>

MyFitnessPal, the leading health and nutrition app, is like having a fitness tracker, macros counter, diet planner, and nutrition coach at your fingertips.

■ <b>Log Food</b> – Easy-to-use planner tools that makes food tracking quick and simple
■ <b>Track Activity</b> – Add workouts and steps with the fitness tracker and planner
■ <b>Customize Your Health & Fitness Goals</b> – Weight loss, weight gain, weight maintenance, nutrition & fitness
■ <b>See Your Fitness Progress</b> – Track at a glance, or analyze your diet & macros in detail
■ <b>Learn From a Registered Dietitian</b> – Meal Plans customized for your target calories and macros, whether you’re into weight loss or weight gain —with access to our Meal Planner, macro tracker, and Calorie Counter tools
■ <b>Stay Inspired</b> – 500+ healthy recipes for a healthy diet and 50 workouts keep fitness routines fresh and fun 
■ <b>Connect with the MyFitnessPal Community</b> – Find friends and motivation in our active MyFitnessPal forums

<b>A CLOSER LOOK AT FEATURES & BENEFITS</b>

<b>Gain Valuable Health Insights Through Food Logging</b>
It’s not just a calorie counter for weight loss, diet trends, or a fast route to fat loss—it’s a health & nutrition app and planner that helps you hold yourself accountable.

■ One of the Largest Food Databases – Calorie Counter for over 14 million foods (including restaurant dishes)
■ Fast & Easy Food Tracker & Planner Tools – Type to search, add foods from your history, or scan a barcode or entire meal with your phone’s camera
■ Calorie Counter – Follow your food intake with the calorie counter and see your daily progress
■ Macro Tracker – See carbs, fat & protein breakdown by gram or percentage—no need for a separate carb tracker!
■ Nutrition Tracker and Insights – Analyze nutrition intake and set specific goals for macros, cholesterol, sodium, fiber & more
■ Water Tracker –  Make sure you’re staying hydrated

<b>Customize Your App Experience</b>
Choose your settings and achieve your goals with MyFitnessPal

■ Custom Goals – Follow your energy intake by meal or day with the calorie counter, set goals with the macro tracker & more
■ Personalized Dashboards – Pick health,  fitness, and diet stats you want to see at a glance
■ Net Carbs Mode/Carb Tracker – To simplify a low-carb or keto diet, view net (not total) carbs
■ Protein and Calorie Counter – Set your protein goals and track how much you eat during the day
■ Add Your Own Meals/Food Tracker – Save recipes and meals for quick logging and keep tabs on your diet 
■ Count Calories From Exercise – Decide how your activities, workouts, fitness and diet affect daily calorie goals
■ Connect 50+ Apps & Devices – From smartwatch, fitness trackers and other health and fitness apps
■ Track With Wear OS – A calorie counter, water tracker, and macro tracker on your watch. Add complications to the home screen for faster logging, and the tile for tracking different nutrients at-a-glance.

View our terms & conditions and privacy policy: https://www.myfitnesspal.com/privacy-and-terms",Health & Fitness,4.3709197,"100,000,000+","MyFitnessPal, Inc."
com.strava,"Strava: Run, Bike, Hike","<b>Join over 125 million active people on Strava – the free app where building community meets fitness tracking.</b> 

Whether you're a world-class athlete or just starting out, Strava has your back the entire journey. Here's how: 

<b>Track your growth</b> 

• <b>Record It All:</b> Running, cycling, walking, hiking, yoga. You can record all those activities – plus over 40 other sport types. If it's not on Strava, it didn’t happen. 
• <b>Connect Your Favorite Apps and Devices:</b> Sync with thousands of devices like Apple Watch, Garmin, Fitbit and Peloton – you name it. The Strava Wear OS app includes a tile and a complication you can use to quickly launch activities.
• <b>Understand Your Progress:</b> Get data insights to see how you're improving over time. 
• <b>Compete on Segments:</b> Show off your competitive streak. Race against others on segments to the top of the leaderboards and become the King or Queen of the Mountain. 

<b>Find and connect with your crew</b> 

• <b>Build a Support Network:</b> Take the Strava community offline and meet in real life. Use the Clubs feature to join local groups or create your own. 
• <b>Join and Create Challenges:</b> Participate in monthly challenges to chase new goals, collect digital badges and stay motivated while encouraging others. 
• <b>Stay Connected:</b> Your Strava feed is filled with real efforts from real people. Follow friends or your favorite athletes and send kudos to celebrate every win (big and small). 

<b>Move with confidence</b> 

• <b>Move Safer with Beacon:</b> Share your real-time location with loved ones for an extra layer of safety during your activities. 
• <b>Control your privacy:</b> Adjust who can see your activities and personal data. 
• <b>Edit Map Visibility:</b> Hide the beginning or end points of your activities. 

<b>Get even more with a Strava subscription</b>
•  <b>Discover Routes Anywhere:</b> Get intelligent route recommendations with popular routes based on your preferences and location, or create your own bike routes and footpaths using our Routes tool. 
• <b>Live Segments:</b> Receive real-time updates on your performance during popular segments. 
• <b>Training Log & Best Efforts:</b> Dive deeper into your data to understand your progress and set new personal records. 
• <b>Group Challenges:</b> Create challenges with friends to stay motivated together. 
• <b>Athlete Intelligence (AI):</b> Access AI-driven insights that makes your workout data easy to understand. No confusion. No guesswork. 
• <b>Access Recover Athletics:</b> Prevent injury with custom exercises tailored to your activities.
•  <b>Goals:</b> Set custom goals for distance, time or segments, and stay motivated as you work towards them. 
• <b>Deals:</b> Enjoy special offers and discounts from our partner brands.
• <b>Training Log:</b> Dive deeper into your data with detailed training logs and track your progress over time. 

Whether you’re aiming for a personal best or just getting started, you belong here. Just record and go. 

Strava includes both a free version and a subscription version with premium features. 

Terms of Service: https://www.strava.com/legal/terms Privacy Policy: https://www.strava.com/legal/privacy NOTE ON GPS SUPPORT: Strava depends on GPS for recording activities. In some devices, the GPS does not work properly and Strava will not record effectively. If your Strava recordings show poor location estimation behavior, please try to update the operating system to the most recent version. There are some devices which have consistently poor performance with no known remedies. On these devices, we restrict installation of Strava, for example the Samsung Galaxy Ace 3 and the Galaxy Express 2. See our support site for more information: https://support.strava.com/hc/en-us/articles/216919047-Supported-Android-devices-and-Android-operating-systems",Health & Fitness,4.345905,"50,000,000+",Strava Inc.
com.sillens.shapeupclub,Lifesum: AI Calorie Tracker,"<b>A revolutionary way to track your meals, enhanced by AI.</b> 
Welcome to a new era of nutrition tracking, tailored to your style. With the new Lifesum experience, you can choose to log your meals by snapping a photo, using your voice, typing a text, or scanning a barcode. 
We made food tracking easy so you can make more healthy choices for your body and mind.

<b>JOIN 65 MILLION USERS ON THE PATH TO BETTER HEALTH.<b>
Health isn’t about perfection—it’s about progress. Lifesum encourages small, manageable changes that add up to lasting results. 
Whether it’s drinking more water, adding more fruits and veggies to your plate, or choosing healthier snacks, Lifesum celebrates every win, no matter how small.

<b>SMARTER, SIMPLER MEAL TRACKING<b>
📸 Snap a photo to get instant nutrition details.
🎙 Speak for easy, hands-free logging.
⌨   Type for more detailed tracking.
✅ Scan barcodes for fast info.
⚡ Use quick tracking for simple entries.

<b>TOP LIFESUM FEATURES<b>
🔢  Calorie counter
📊  Macro tracker and food rating
🥗  Diet plans for weight management and body composition
⏳  Intermittent fasting plans
💧  Water tracker
🍏  Fruit, vegetable, and fish tracker
📋  Meal plans with grocery lists included
🏃  Integration with Google Health for in-depth health monitoring
⚡ Life Score test for personalized nutrition recommendations

<b>WEIGHT MANAGEMENT AND HEALTHY EATING<b>
Whether you're looking to manage your weight, eat healthier, or simply feel better in your everyday life, Lifesum provides the tools and support to make your goals achievable, sustainable, and enjoyable.
From balanced meal plans to specialized lifestyles like keto, paleo, or high protein, Lifesum adapts to your preferences and needs. 
Simply share your goals, preferences, restrictions, and activity levels, and Lifesum creates nutrition plans just for you.
Lifesum also offers a massive library of delicious recipes, all crafted to help you eat smarter without compromising on flavor.

<b>BEYOND CALORIES: A COMPLETE WELNESS SOLUTION<b>
Lifesum goes beyond simple calorie counting. With its unique Life Score feature, the app evaluates your overall health based on your eating habits, hydration, and activity levels. 
This helps you focus on long-term well-being instead of short-term fixes. 

<b>ALL YOU NEED FOR A CUSTOMIZED EXPERIENCE<b>
✔Calorie counter, with the option to adjust your daily calorie goal and add/exclude calories burned through exercise.
✔Macro tracking and adjustable goals for carbs, protein, and fat intake. 
✔Create and save your favorite foods, recipes, meals, and exercises.
✔Body measurement tracking (weight, waist, body fat, chest, arm, BMI).
✔A library of thousands of recipes with smart filters for quick results.
✔A weekly Life Score based on nutrition and exercise measurements.
✔Track and integrate with Wear OS - A calorie tracker, water tracker, or view your exercise on your watch face. The Wear OS app works independently, so it doesn't require the Lifesum app to be downloaded. The Lifesum app integrates with Google Health allowing users to export nutrition and activity data from Lifesum to Google Health, and import fitness data, weight and body measurements to Lifesum. 

Lifesum is free to download and use with limited features. For the full Lifesum experience, we offer 1-month, 3-month, and annual Premium auto-renewing subscriptions.

Payment is charged to your credit card through your Google Play account at confirmation of purchase. Subscription renews automatically unless you turn off auto-renewal in Google Play account settings or cancel your subscription at least 24 hours prior to the end of the subscription period.

View our Terms & Conditions and Privacy Policy: https://lifesum.com/privacy-policy.html</b></b></b></b></b></b></b></b></b></b></b></b>",Health & Fitness,4.3500724,"10,000,000+",Lifesum
com.anthem.sydney,Sydney Health,"Use the Sydney<sub>SM</sub> Health app to find care, share your digital ID card, and check your claims. You can understand your benefits, improve your health, and save money. Easily manage your benefits at your fingertips whenever you need them with your personalized health and wellness information all in one place. 

• Digital ID card – Your digital ID works like a paper ID, enabling you to always have access to your current ID and easily share it with your care team in person or by email. 
• Chat – Use our 24/7 chat to find what you are looking for, or find more in-depth answers by chatting with a Member Services representative. 
• Plan details – Understand your share of the costs, including your deductible and copay. Find out what’s covered and check your claims. 
• Find care – Search for care when and where you need it. Locate doctors, labs, hospitals, and other healthcare professionals in your plan’s network. See your estimated costs before you receive care. 
• View claims – Easily track your claims including the status and your costs. 
• Virtual care – Routine care, prescription refills, and urgent care right from your app, whenever it works for you. 
• Refill your prescriptions – You can set up automatic refills and reminders for your medications. 

Download Sydney Health to your device today.

In addition to using a telehealth service, you can receive in-person or virtual care from your own doctor or another healthcare professional in your plan’s network. If you receive care from a doctor or healthcare professional not in your plan’s network, your share of the costs may be higher. You may also receive a bill for any charges not covered by your health plan. Sydney Health is not a medical device and is not intended to diagnose, treat, or cure any medical condition. Sydney Health is Sydney Health is offered through an arrangement with Carelon Digital Platforms, Inc., a separate company offering mobile application services on behalf of your health plan. Other virtual care services are offered through an arrangement with LiveHealth Online. Sydney Health is a service mark of Carelon Digital Platforms, Inc., © 2025. Sydney Health options are based on each member’s plan, so some features may not be available to all members.",Medical,4.6769295,"1,000,000+","Elevance Health, Inc."
